Country,CountryCode,year,Pop,MalePop,FemalePop,Migrants,MaleMigrants,FemaleMigrants,tot_africa,tot_asia,tot_oceania,tot_developed,tot_latam,Refugees
Somalia,706,1990,6322000,3130000,3191000,478294,244201,234093,460000,0,0,0,0,460000
South Sudan,728,1990,5762000,2864000,2898000,NA,NA,NA,0,0,0,0,0,NA
Uganda,800,1990,17384000,8635000,8750000,558307,290084,268223,531215,1888,0,3477,0,145718
United Republic of Tanzania,834,1990,25458000,12608000,12850000,574025,283390,290635,561375,5375,0,2639,0,265184
Zambia,894,1990,8143000,4039000,4104000,279029,142807,136222,262236,4384,0,3276,0,137615
Zimbabwe,716,1990,10485000,5219000,5265000,626821,352028,274793,579810,0,0,19136,0,183150
Angola,24,1990,11128000,5479000,5649000,33517,18142,15375,18887,0,0,5298,0,12000
Cameroon,120,1990,12070000,5995000,6075000,265344,145527,119817,200667,0,0,11808,0,49253
Central African Republic,140,1990,2938000,1443000,1495000,67234,35686,31548,45869,11,0,11427,0,3389
Chad,148,1990,5958000,2958000,3.00E+06,74342,40133,34209,67129,0,0,886,0,0
Congo,178,1990,2386000,1190000,1197000,129597,64418,65179,110639,641,0,10035,164,3196
Democratic Republic of the Congo,180,1990,34963000,17255000,17707000,754194,363117,391077,549597,0,0,0,0,378562
Equatorial Guinea,226,1990,377000,193000,185000,2740,1465,1275,736,0,0,1478,0,NA
Gabon,266,1990,952000,466000,486000,127980,73053,54927,117159,1003,0,5411,0,209
Sao Tome and Principe,678,1990,114000,56000,57000,5582,2953,2629,1027,0,0,206,0,NA
Algeria,12,1990,25912000,13117000,12795000,273954,150234,123720,177958,18050,0,24629,0,169107
Egypt,818,1990,56397000,28295000,28102000,173708,91928,81780,23717,35303,0,47905,829,1866
Libya,434,1990,4398000,2320000,2079000,457075,242707,214368,67619,96885,0,133934,848,0
Morocco,504,1990,24950000,12449000,12501000,54895,29024,25871,16502,3493,0,23175,0,307
Sudan,729,1990,20009000,10047000,9962000,1402896,696385,706511,1363287,3937,0,0,0,1031050
Tunisia,788,1990,8233000,4139000,4093000,37984,18900,19084,22656,375,0,6631,0,30
Western Sahara,732,1990,217000,114000,103000,2688,1465,1223,2440,0,0,140,0,NA
Botswana,72,1990,1380000,681000,699000,27510,16614,10896,NA,NA,NA,NA,NA,1220
Lesotho,426,1990,1598000,776000,821000,8240,4318,3922,3596,778,0,95,0,2231
Namibia,516,1990,1415000,692000,724000,120641,63748,56893,NA,NA,NA,NA,NA,0
South Africa,710,1990,36793000,18204000,18589000,1163883,717227,446656,750843,37568,106,262164,4061,90000
Swaziland,748,1990,863000,407000,456000,72085,38992,33093,67523,0,0,297,0,42074
Benin,204,1990,5001000,2417000,2584000,76212,40092,36120,55635,0,0,506,0,657
Burkina Faso,854,1990,8811000,4306000,4505000,349657,167836,181821,NA,NA,NA,NA,NA,355
Cabo Verde,132,1990,341000,162000,179000,8931,4429,4502,5039,41,0,1876,179,NA
Cote d'Ivoire,384,1990,12166000,6329000,5837000,1816426,1011749,804677,1789305,0,0,0,0,136381
Gambia,270,1990,917000,462000,455000,118123,66306,51817,114683,0,0,0,0,39
Ghana,288,1990,14628000,7434000,7195000,164851,83030,81821,NA,NA,NA,NA,NA,4102
Guinea,324,1990,6034000,2984000,3050000,403621,201260,202361,392926,1897,0,4534,309,325000
Guinea-Bissau,624,1990,1056000,521000,535000,15368,7689,7679,13535,0,0,836,0,3004
Liberia,430,1990,2103000,1047000,1056000,94964,53924,41040,59733,5004,0,7680,0,125
Mali,466,1990,8482000,4197000,4285000,160736,82049,78687,90756,301,0,3306,0,13411
Mauritania,478,1990,2024000,1009000,1015000,111650,57569,54081,108329,877,0,384,203,60000
Niger,562,1990,7912000,3890000,4021000,115464,55222,60242,100780,0,0,0,0,792
Nigeria,566,1990,95617000,48276000,47341000,456621,256166,200455,299556,0,0,0,0,3571
Saint Helena,654,1990,6000,NA,NA,383,222,161,NA,NA,NA,NA,NA,NA
Senegal,686,1990,7514000,3740000,3774000,270410,138840,131570,216638,2088,0,12836,536,58113
Sierra Leone,694,1990,3931000,1942000,1990000,222242,123053,99189,216844,2897,0,1372,0,125830
Togo,768,1990,3787000,1868000,1919000,84844,42903,41941,70083,247,0,2112,0,3477
Kazakhstan,398,1990,16530000,8002000,8528000,3619200,1666164,1953036,0,271329,0,3347871,0,0
Kyrgyzstan,417,1990,4395000,2149000,2245000,623083,260416,362667,0,102224,0,506496,0,0
Tajikistan,762,1990,5297000,2631000,2666000,428900,188128,240772,273,55551,0,372375,37,3000
Turkmenistan,795,1990,3668000,1809000,1859000,306500,134174,172326,0,168949,0,135426,0,0
Uzbekistan,860,1990,20515000,10141000,10374000,1653000,723618,929382,0,73600,0,1503833,0,0
China,156,1990,1154606000,592506000,562099000,376361,191954,184407,NA,NA,NA,NA,NA,285788
"China, Hong Kong Special Administrative Region",344,1990,5794000,2962000,2832000,2218473,1124544,1093929,NA,NA,NA,NA,NA,10092
"China, Macao Special Administrative Region",446,1990,360000,175000,185000,205047,96379,108668,NA,NA,NA,NA,NA,NA
Democratic People's Republic of Korea,408,1990,20194000,9809000,10385000,34103,17393,16710,0,29118,0,1328,566,NA
Japan,392,1990,122249000,59943000,62306000,1075626,547986,527640,1159,920993,0,73372,70170,6649
Mongolia,496,1990,2184000,1078000,1106000,6718,3419,3299,0,2695,0,3341,0,0
Republic of Korea,410,1990,42972000,21523000,21449000,43017,24211,18806,0,22146,0,18775,0,0
Brunei Darussalam,96,1990,257000,136000,121000,73200,41856,31344,0,69580,0,2820,0,NA
Cambodia,116,1990,9009000,4351000,4658000,38375,19084,19291,0,32235,0,447,0,0
Indonesia,360,1990,181437000,91116000,90321000,465612,229885,235727,0,311751,0,49340,0,2138
Lao People's Democratic Republic,418,1990,4248000,2124000,2123000,22866,11806,11060,0,22056,0,18,0,NA
Malaysia,458,1990,18211000,9244000,8967000,695920,405808,290112,51,597968,0,11285,0,14862
Myanmar,104,1990,42007000,20571000,21437000,133545,72310,61235,0,120047,0,0,0,NA
Philippines,608,1990,61947000,31293000,30655000,154071,81347,72724,1808,94753,67,31146,645,19860
Singapore,702,1990,3016000,1518000,1499000,727262,345842,381420,0,437510,0,8184,0,146
Thailand,764,1990,56583000,28027000,28556000,528693,283486,245207,2,506342,0,22327,0,99821
Timor-Leste,626,1990,740000,374000,366000,8954,4450,4504,0,6769,0,886,237,0
Viet Nam,704,1990,68210000,33584000,34626000,28118,15230,12888,NA,NA,NA,NA,NA,21150
Afghanistan,4,1990,12068000,6180000,5888000,57686,32558,25128,0,50671,0,0,0,25
Bangladesh,50,1990,105983000,54175000,51808000,881617,759452,122165,0,590065,0,50931,552,73
Bhutan,64,1990,536000,277000,258000,23807,19409,4398,0,21722,0,260,0,NA
India,356,1990,870602000,450560000,420042000,7493204,3914396,3578808,15069,7308582,2385,36616,0,111146
Iran (Islamic Republic of),364,1990,56169000,28617000,27552000,4291601,2456700,1834901,0,4290497,0,0,0,3512201
Maldives,462,1990,223000,114000,109000,8689,4777,3912,15,7407,0,1013,0,NA
Nepal,524,1990,18742000,9299000,9443000,429974,125966,304008,0,411030,0,0,0,17325
Pakistan,586,1990,107608000,55779000,51829000,6208204,3264380,2943824,0,6203799,0,0,0,3265845
Sri Lanka,144,1990,17331000,8750000,8580000,41561,23423,18138,4,39690,0,241,0,15
Armenia,51,1990,3545000,1719000,1825000,658789,270535,388254,0,484826,0,79836,0,0
Azerbaijan,31,1990,7217000,3535000,3681000,360600,157856,202744,0,311939,0,45139,0,0
Bahrain,48,1990,496000,286000,210000,173212,122730,50482,28087,138263,0,2298,0,1780
Cyprus,196,1990,767000,389000,378000,43805,20463,23342,3191,12429,1,27498,162,17
Georgia,268,1990,5460000,2595000,2865000,338300,148094,190206,0,53432,0,276988,0,0
Iraq,368,1990,17478000,8824000,8655000,83638,55751,27887,15408,33373,0,210,0,900
Israel,376,1990,4499000,2245000,2254000,1632704,770777,861927,287760,309609,0,830915,37871,0
Jordan,400,1990,3358000,1764000,1594000,1146349,586473,559876,174514,110541,0,6667,161,929482
Kuwait,414,1990,2059000,1098000,961000,1074391,654878,419513,177443,846911,0,14253,0,30000
Lebanon,422,1990,2703000,1333000,1370000,523693,267922,255771,79354,49720,0,1611,0,305499
Oman,512,1990,1812000,1009000,803000,304000,242477,61523,23721,270560,0,5071,0,0
Qatar,634,1990,476000,319000,157000,309753,225932,83821,17456,275423,0,4204,0,0
Saudi Arabia,682,1990,16361000,9155000,7207000,4998445,3324873,1673572,597326,4233353,0,0,0,33261
State of Palestine,275,1990,2101000,1063000,1038000,288332,132101,156231,18770,238579,0,8436,0,910637
Syrian Arab Republic,760,1990,12452000,6326000,6125000,714140,364077,350063,200,3825,0,0,0,282794
Turkey,792,1990,53995000,26637000,27358000,1163686,577329,586357,3230,99047,0,875657,231,30534
United Arab Emirates,784,1990,1811000,1192000,620000,1306574,932046,374528,212803,1041786,0,17414,0,433
Yemen,887,1990,11961000,5924000,6037000,118863,67010,51853,79802,7887,0,0,0,41534
Belarus,112,1990,10232000,4800000,5432000,1248977,572021,676956,38,150390,0,1098166,167,0
Bulgaria,100,1990,8821000,4349000,4472000,21510,9047,12463,265,4686,2,13924,113,0
Czech Republic,203,1990,10324000,5012000,5312000,110394,57405,52989,441,5686,5,103836,353,0
Hungary,348,1990,10385000,4988000,5397000,347510,156185,191325,1207,12440,0,321711,844,36062
Poland,616,1990,38195000,18572000,19623000,1127771,482176,645595,2740,16116,0,1052782,1462,0
Republic of Moldova,498,1990,4364000,2080000,2284000,544162,239616,304546,0,32016,0,495108,0,0
Romania,642,1990,23489000,11580000,11910000,135825,57601,78224,18,5578,0,121150,10,0
Russian Federation,643,1990,147569000,69087000,78481000,11524948,5655422,5869526,14728,6594047,0,4895760,7169,0
Slovakia,703,1990,5278000,2578000,2700000,41295,18187,23108,60,553,0,40496,61,0
Ukraine,804,1990,51370000,23885000,27485000,6892920,2953603,3939317,2100,809455,0,5668055,0,0
Channel Islands,830,1990,141000,68000,72000,61660,29005,32655,0,0,0,60399,0,NA
Denmark,208,1990,5140000,2535000,2606000,235189,114411,120778,10002,74723,38,129870,5019,31827
Estonia,233,1990,1565000,732000,833000,381997,171691,210306,0,18433,0,362922,0,0
Faeroe Islands,234,1990,48000,NA,NA,4285,2440,1845,13,98,0,3864,28,NA
Finland,246,1990,4987000,2420000,2567000,63255,31682,31573,2003,6021,7,52084,932,2174
Iceland,352,1990,255000,128000,127000,9584,4248,5336,207,801,0,8129,152,43
Ireland,372,1990,3563000,1774000,1789000,227961,112093,115868,3126,4079,10,219861,716,390
Isle of Man,833,1990,70000,NA,NA,34769,16371,18398,303,0,0,32837,0,NA
Latvia,428,1990,2664000,1238000,1426000,646007,290800,355207,36,5703,0,640194,59,0
Lithuania,440,1990,3697000,1750000,1948000,349258,164585,184673,8,28787,0,306971,158,0
Norway,578,1990,4240000,2096000,2145000,192587,99562,93025,11239,53736,12,110653,9992,19581
Sweden,752,1990,8559000,4228000,4331000,788767,383085,405682,42480,196205,74,433887,44048,124723
United Kingdom of Great Britain and Northern Ireland,826,1990,57110000,27750000,29360000,3650286,1756448,1893838,465406,1189394,777,1665944,201036,43395
Albania,8,1990,3281000,1681000,1601000,66013,30579,35434,0,2489,0,56214,0,3000
Andorra,20,1990,55000,NA,NA,38904,20810,18094,296,146,0,37463,154,NA
Bosnia and Herzegovina,70,1990,4527000,2262000,2265000,56000,26538,29462,NA,NA,NA,NA,NA,0
Croatia,191,1990,4776000,2316000,2461000,475438,222531,252907,0,0,0,371186,440,0
Gibraltar,292,1990,27000,NA,NA,8709,4528,4181,2021,0,0,5417,0,NA
Greece,300,1990,10132000,5001000,5131000,618139,330038,288101,26052,234215,44,348565,5972,7989
Holy See,336,1990,1000,NA,NA,770,376,394,0,0,0,0,0,NA
Italy,380,1990,57008000,27724000,29284000,1428219,642414,785805,410320,184831,26,702261,115041,12379
Malta,470,1990,356000,175000,181000,15077,7012,8065,715,865,0,12901,51,0
Montenegro,499,1990,615000,306000,309000,NA,NA,NA,0,0,0,0,0,NA
Portugal,620,1990,9890000,4762000,5128000,435782,209922,225860,237374,4889,0,119370,39534,867
San Marino,674,1990,24000,NA,NA,3310,1728,1582,0,0,0,3117,86,NA
Serbia,688,1990,9518000,4698000,4820000,99269,46712,52557,37,459,0,98615,24,938
Slovenia,705,1990,2007000,974000,1033000,178077,89514,88563,56,134,0,177707,127,0
Spain,724,1990,39192000,19195000,19997000,821605,390448,431157,168511,34960,19,407582,191541,8303
The former Yugoslav Republic of Macedonia,807,1990,1996000,1004000,992000,95142,39661,55481,1969,11417,0,80231,0,0
Austria,40,1990,7707000,3686000,4020000,793239,368287,424952,25418,154812,64,600622,11310,37172
Belgium,56,1990,9978000,4879000,5100000,891537,480445,411092,182500,101549,8,583729,8217,25721
France,250,1990,56943000,27960000,28983000,5897267,2999376,2897891,2259380,732001,524,2722764,114670,186629
Germany,276,1990,78958000,38125000,40833000,5936181,3293128,2643053,209408,2098084,0,3243038,47974,722250
Liechtenstein,438,1990,29000,NA,NA,10906,5956,4950,0,848,0,9993,36,0
Luxembourg,442,1990,382000,187000,195000,113795,56062,57733,663,2254,0,108648,614,344
Monaco,492,1990,29000,NA,NA,20359,9471,10888,NA,NA,NA,NA,NA,0
Netherlands,528,1990,14915000,7372000,7544000,1182263,592343,589920,158760,419288,13,358190,180027,17154
Switzerland,756,1990,6674000,3258000,3416000,1392282,701110,691172,56777,139672,291,908864,49430,40943
Anguilla,660,1990,8000,NA,NA,2570,1258,1312,0,0,0,440,901,NA
Antigua and Barbuda,28,1990,62000,30000,32000,12029,5775,6254,77,284,0,2309,4457,NA
Aruba,533,1990,62000,31000,31000,14444,6429,8015,0,618,0,2698,7024,NA
Bahamas,44,1990,256000,127000,129000,26855,13827,13028,89,384,0,7616,14805,0
Barbados,52,1990,260000,125000,135000,24024,10065,13959,0,441,0,4792,12542,NA
"Bonaire, Sint Eustatius and Saba",535,1990,13000,NA,NA,38410,17257,21153,NA,NA,NA,NA,NA,NA
British Virgin Islands,92,1990,16000,NA,NA,8035,4126,3909,0,32,0,1287,3433,0
Cayman Islands,136,1990,25000,NA,NA,9387,4622,4765,49,144,0,3400,5641,0
Cuba,192,1990,10582000,5332000,5251000,34555,17278,17277,321,781,0,21027,7263,3989
Curacao,531,1990,147000,70000,76000,NA,NA,NA,0,0,0,0,0,0
Dominica,212,1990,71000,NA,NA,2519,1309,1210,18,42,0,570,1060,NA
Dominican Republic,214,1990,7184000,3614000,3569000,291151,181677,109474,320,6067,0,43096,237968,2643
Grenada,308,1990,96000,48000,49000,4263,2106,2157,NA,NA,NA,NA,NA,NA
Guadeloupe,312,1990,390000,190000,199000,65944,32718,33226,74,318,0,33382,22370,NA
Haiti,332,1990,7100000,3500000,3600000,19084,10606,8478,0,348,0,6868,10223,0
Jamaica,388,1990,2386000,1177000,1209000,20475,9981,10494,0,711,0,11184,5511,0
Martinique,474,1990,358000,173000,185000,38705,19091,19614,45,136,0,29857,6558,NA
Montserrat,500,1990,11000,NA,NA,2013,1029,984,0,0,0,385,507,NA
Puerto Rico,630,1990,3518000,1704000,1814000,321909,153354,168555,69,1279,0,235904,73096,NA
Saint Kitts and Nevis,659,1990,41000,NA,NA,3210,1642,1568,0,0,0,0,926,NA
Saint Lucia,662,1990,138000,68000,70000,5305,2616,2689,23,94,0,885,1946,0
Saint Vincent and the Grenadines,670,1990,108000,53000,54000,3970,1928,2042,NA,NA,NA,NA,NA,NA
Sint Maarten (Dutch part),534,1990,29000,NA,NA,NA,NA,NA,0,0,0,0,0,NA
Trinidad and Tobago,780,1990,1222000,609000,613000,50666,23528,27138,271,1424,0,5687,36852,0
Turks and Caicos Islands,796,1990,12000,NA,NA,5062,2620,2442,0,0,0,862,3619,NA
United States Virgin Islands,850,1990,103000,50000,53000,51970,24824,27146,0,0,0,14246,11275,NA
Belize,84,1990,188000,95000,93000,30404,16393,14011,30,880,0,2794,25610,30404
Costa Rica,188,1990,3096000,1560000,1536000,417628,212173,205455,191,2511,6,17894,188389,277505
El Salvador,222,1990,5252000,2563000,2689000,47360,22218,25142,0,738,0,11036,35083,20515
Guatemala,320,1990,9159000,4544000,4615000,264257,112615,151642,22,848,0,8664,254241,223239
Honduras,340,1990,4903000,2459000,2445000,270423,137573,132850,0,594,0,4218,265232,237144
Mexico,484,1990,85609000,42577000,43033000,695674,348353,347321,734,6195,0,252366,433205,356454
Nicaragua,558,1990,4145000,2055000,2089000,41421,20860,20561,218,140,0,6261,33447,15605
Panama,591,1990,2471000,1249000,1222000,62744,33148,29596,NA,NA,NA,NA,NA,1350
Argentina,32,1990,32730000,16047000,16683000,1649919,788130,861789,NA,NA,NA,NA,NA,12185
Bolivia (Plurinational State of),68,1990,6856000,3437000,3419000,73758,37549,36209,NA,NA,NA,NA,NA,235
Brazil,76,1990,150393000,74585000,75808000,798517,426147,372370,10047,34945,0,598039,103929,5333
Chile,152,1990,13141000,6479000,6663000,107501,54547,52954,649,5350,34,38194,61264,179
Colombia,170,1990,34272000,17021000,17251000,104277,53109,51168,409,5392,190,33517,63311,580
Ecuador,218,1990,10218000,5134000,5084000,78663,38531,40132,171,1810,0,18946,57138,634
Falkland Islands (Malvinas),238,1990,2000,NA,NA,855,488,367,NA,NA,NA,NA,NA,NA
French Guiana,254,1990,116000,60000,55000,63612,34843,28769,NA,NA,NA,NA,NA,6601
Guyana,328,1990,720000,352000,368000,4095,2200,1895,NA,NA,NA,NA,NA,0
Paraguay,600,1990,4214000,2130000,2084000,195884,102816,93068,0,7115,0,10896,168130,58
Peru,604,1990,21827000,10906000,10921000,65025,32538,32487,144,4509,0,25339,33558,708
Suriname,740,1990,408000,207000,201000,18031,9731,8300,NA,NA,NA,NA,NA,0
Uruguay,858,1990,3110000,1508000,1601000,98116,45830,52286,0,0,0,62277,29589,87
Venezuela (Bolivarian Republic of),862,1990,19862000,10008000,9854000,1025009,517579,507430,2602,32133,0,280620,701398,1750
Bermuda,60,1990,61000,NA,NA,15683,7557,8126,75,400,0,12948,1449,NA
Canada,124,1990,27662000,13716000,13947000,4333318,2109652,2223666,NA,NA,NA,NA,NA,145257
Greenland,304,1990,56000,NA,NA,9416,6565,2851,0,6,0,9083,0,NA
Saint Pierre and Miquelon,666,1990,6000,NA,NA,1099,560,539,0,0,0,945,0,NA
United States of America,840,1990,252848000,123979000,128868000,23251026,11372985,11878041,321660,4742821,40752,5617467,9436363,438193
Australia,36,1990,17097000,8526000,8571000,3955213,2013196,1942017,148203,924911,52729,2730379,67524,97915
New Zealand,554,1990,3398000,1672000,1725000,518047,258223,259824,7525,56564,72676,336969,2198,4666
Fiji,242,1990,729000,370000,359000,13283,6847,6436,0,4953,2308,3276,0,0
New Caledonia,540,1990,169000,86000,83000,37673,20885,16788,1538,2392,5879,20000,0,NA
Papua New Guinea,598,1990,4158000,2126000,2032000,32720,18793,13927,38,9888,644,20487,0,7099
Solomon Islands,90,1990,312000,160000,152000,4226,2349,1877,0,644,1468,822,0,NA
Vanuatu,548,1990,147000,75000,71000,2308,1269,1039,0,0,486,1079,0,0
Guam,316,1990,130000,70000,61000,69755,39364,30391,0,30180,2962,30445,194,NA
Kiribati,296,1990,72000,36000,37000,2162,1107,1055,0,0,221,172,0,NA
Marshall Islands,584,1990,47000,NA,NA,1158,721,437,0,160,135,633,0,NA
Micronesia (Federated States of),583,1990,96000,49000,47000,3685,2099,1586,0,243,73,300,0,NA
Nauru,520,1990,9000,NA,NA,2815,1506,1309,NA,NA,NA,NA,NA,0
Northern Mariana Islands,580,1990,44000,NA,NA,26593,14261,12332,NA,NA,NA,NA,NA,NA
Palau,585,1990,15000,NA,NA,2801,1800,1001,0,1900,318,384,0,0
American Samoa,16,1990,47000,NA,NA,21283,11175,10108,0,681,16028,3747,0,NA
Cook Islands,184,1990,18000,NA,NA,2587,1443,1144,0,0,156,2346,0,NA
French Polynesia,258,1990,198000,103000,95000,25830,15444,10386,605,596,1959,19226,0,NA
Niue,570,1990,2000,NA,NA,461,245,216,0,0,109,255,0,NA
Samoa,882,1990,163000,85000,78000,3357,1771,1586,0,93,153,1675,0,NA
Tokelau,772,1990,2000,NA,NA,270,150,120,0,0,114,110,0,NA
Tonga,776,1990,95000,48000,47000,2911,1488,1423,0,231,539,50,0,NA
Tuvalu,798,1990,9000,NA,NA,318,180,138,0,0,135,41,0,NA
Wallis and Futuna Islands,876,1990,14000,NA,NA,1402,726,676,NA,NA,NA,NA,NA,NA
